Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,111602,86,1300,3,4,5,1015
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,111392,110,1598,3,4,5,1083
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,110901,110,1600,5,4,5,1085
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,110887,110,1600,3,4,5,1055
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,110634,86,1300,3,4,5,1015
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,110000,110,1600,4,4,5,1035
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,109540,110,1600,5,4,5,1085
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,109263,110,1600,5,4,5,1070
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,107516,110,1600,3,4,5,1050
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,107108,110,1600,3,4,5,1050
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,107000,110,1600,3,4,5,1050
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,106250,110,1600,5,4,5,1070
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,106150,86,1300,3,4,5,1015
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,106108,110,1600,3,4,5,1050
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,105856,86,1300,3,4,5,1015
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,105152,86,1300,3,4,5,1015
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,105135,110,1600,3,4,5,1050
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,104344,110,1600,3,4,5,1050
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,104150,110,1600,3,4,5,1050
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,104000,86,1300,3,4,5,1010
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,103121,86,1300,5,4,5,1035
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,102300,86,1300,3,4,5,1015
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,102005,107,1600,5,4,5,1105
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,102000,86,1300,3,4,5,1015
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,101855,110,1600,5,4,5,1070
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,101773,110,1600,3,4,5,1050
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,101159,110,1600,5,4,5,1085
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,101000,86,1300,3,4,5,1015
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,100732,86,1300,4,4,5,1030
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,100719,110,1600,5,4,5,1070
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,100487,110,1600,4,4,5,1035
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,100458,110,1600,5,4,5,1085
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,100192,110,1600,3,4,5,1050
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,100123,110,1600,3,4,5,1050
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,99971,110,1600,3,4,5,1050
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,99397,86,1300,5,4,5,1035
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,99374,86,1300,5,4,5,1035
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,99245,110,1600,5,4,5,1114
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,98742,110,1600,5,4,5,1085
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,98154,110,1600,3,4,5,1050
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,98000,110,1600,5,4,5,1065
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,97548,86,1300,5,4,5,1035
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,97534,110,1600,5,4,5,1070
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,97494,110,1600,5,4,5,1085
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,97085,110,1600,5,4,5,1085
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,97000,110,1600,4,4,5,1035
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,96302,86,1300,3,4,5,1015
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,96000,86,1300,3,4,5,1015
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,96000,110,1600,5,4,5,1085
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,95909,110,1600,5,4,5,1070
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,95700,110,1600,5,4,5,1085
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,95651,110,1600,5,4,5,1070
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,95000,86,1300,5,4,5,1035
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,94447,110,1600,3,4,5,1050
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,94079,110,1600,5,4,5,1085
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,93841,110,1600,5,4,5,1070
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,93090,86,1300,5,4,5,1035
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,93066,110,1600,5,4,5,1075
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,93039,110,1600,3,4,5,1050
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,93000,110,1600,5,4,5,1075
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,92830,86,1300,3,4,5,1015
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,92255,107,1600,5,4,5,1105
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,92096,86,1300,5,4,5,1035
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,91921,86,1300,3,4,5,1020
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,91900,86,1300,3,4,5,1015
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,91399,110,1600,5,4,5,1070
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,91082,110,1600,3,4,5,1050
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,90370,86,1300,5,4,5,1035
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,90345,86,1300,5,4,5,1035
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,90305,86,1300,3,4,5,1015
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,90011,86,1300,3,4,5,1045
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,90000,86,1300,3,4,5,1015
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,89983,110,1600,3,4,5,1055
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,89953,110,1600,5,4,5,1114
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,89800,72,2000,3,4,5,1115
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,89739,86,1300,5,4,5,1035
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,89520,110,1600,3,4,5,1050
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,89507,86,1300,3,4,5,1015
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,89096,110,1600,5,4,5,1085
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,88700,110,1600,3,4,5,1050
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,88500,110,1600,5,4,5,1075
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,88186,72,2000,3,4,5,1115
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,88000,110,1600,3,4,5,1050
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,87743,110,1600,3,4,5,1055
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,87613,86,1300,3,4,5,1015
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,87358,110,1600,3,4,5,1050
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,87083,110,1600,4,4,5,1035
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,87000,110,1600,4,4,5,1035
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,87000,110,1600,4,4,5,1035
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,87000,86,1300,3,4,5,1015
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,87000,86,1300,3,4,5,1015
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,86860,110,1600,5,4,5,1075
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,86109,110,1600,3,4,5,1055
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,86000,86,1300,5,4,5,1040
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,86000,110,1600,3,4,5,1050
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,85864,72,2000,5,4,5,1135
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,85565,110,1600,5,4,5,1070
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,85470,107,1600,3,4,5,1080
1226,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,85200,110,1600,3,4,5,1050
1227,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,85000,110,1600,3,4,5,1055
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,84988,110,1600,3,4,5,1050
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,84966,110,1600,5,4,5,1070
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,84472,110,1600,5,4,5,1070
1231,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,84402,110,1600,4,4,5,1035
1232,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,84123,110,1600,3,4,5,1050
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,84000,110,1600,5,4,5,1075
1234,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,84000,110,1600,5,4,5,1065
1235,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,84000,110,1600,5,4,5,1085
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,83850,110,1600,3,4,5,1055
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,83540,110,1600,5,4,5,1070
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,83405,110,1600,5,4,5,1070
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,83291,110,1600,5,4,5,1070
1240,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,83133,86,1300,3,4,5,1015
1241,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,83047,86,1300,3,4,5,1045
1242,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,82700,110,1600,3,4,5,1050
1243,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,82675,86,1300,3,4,5,1015
1244,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,78,82595,86,1300,3,4,5,1015
1245,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,82256,110,1600,3,4,5,1050
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,82103,86,1300,3,4,5,1015
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,82021,86,1300,5,4,5,1035
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8950,71,82000,110,1600,5,4,5,1075
1249,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,81988,110,1600,5,4,5,1070
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,81930,110,1600,5,4,5,1070
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,70,81663,110,1600,3,4,5,1050
1252,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,80486,110,1600,5,4,5,1070
1253,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,7250,78,80000,110,1600,4,4,5,1065
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,79000,86,1300,3,4,5,1015
1255,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,78894,110,1600,5,4,5,1070
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,78689,110,1600,4,4,5,1035
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,78435,86,1300,3,4,5,1015
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,8500,71,78260,110,1600,3,4,5,1050
1259,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,78120,110,1600,5,4,5,1075
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,77,77000,86,1300,3,4,5,1015
1261,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,77000,110,1600,3,4,5,1050
1262,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,76382,110,1600,3,4,5,1055
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,76268,86,1300,3,4,5,1015
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,76151,86,1300,3,4,5,1015
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,76000,110,1600,3,4,5,1050
1266,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,76000,110,1600,5,4,5,1070
1267,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,75840,86,1300,5,4,5,1035
1268,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,77,75799,110,1600,3,4,5,1050
1269,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,75525,110,1600,3,4,5,1114
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,8450,78,75323,86,1300,5,4,5,1050
1271,TOYOTA Corolla 1.6 station 1 Stationwagen,7995,79,75322,110,1600,4,4,5,1115
1272,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,78,75226,110,1600,4,4,5,1035
1273,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,75085,86,1300,5,4,5,1035
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,75000,110,1600,5,4,5,1075
1275,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,8950,69,75000,86,1300,4,4,5,1000
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,75000,86,1300,4,4,5,1000
1277,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,74926,110,1600,5,4,5,1075
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,74785,110,1600,5,4,5,1070
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,74573,110,1600,5,4,5,1085
1280,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,5950,75,74567,86,1300,3,4,5,1015
1281,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,74196,110,1600,5,4,5,1075
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,74151,110,1600,3,4,5,1050
1283,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7400,75,74096,110,1600,3,4,5,1050
1284,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,74093,110,1600,5,4,5,1075
1285,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,74000,110,1600,3,4,5,1050
1286,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,74000,86,1300,3,4,5,1015
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,73638,86,1300,4,4,5,1015
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,73460,110,1600,5,4,5,1070
1289,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,73200,110,1600,5,4,5,1070
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,73116,110,1600,5,4,5,1075
1291,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,73014,110,1600,5,4,5,1075
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,72703,110,1600,3,4,5,1050
1293,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,72328,110,1600,5,4,5,1075
1294,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,72222,110,1600,5,4,5,1070
1295,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,72128,107,1600,5,4,5,1100
1296,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,72090,110,1600,5,4,5,1070
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,72000,110,1600,4,4,5,1035
1298,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,72000,110,1600,3,4,5,1055
1299,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,71900,86,1300,3,4,5,1015
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,71825,110,1600,5,4,5,1075
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,6950,80,71740,110,1600,5,4,5,1070
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,71500,110,1600,4,4,5,1035
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,71359,110,1600,3,4,5,1050
1304,TOYOTA Corolla 1.3 16v linea terra ,5950,79,71263,86,1300,3,4,5,1015
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,71186,110,1600,3,4,5,1050
1306,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,71054,86,1300,3,4,5,1045
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,76,71000,110,1600,3,4,5,1050
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,6900,80,70939,110,1600,5,4,5,1100
1309,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,70932,110,1600,3,4,5,1050
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,70597,107,1600,3,4,5,1080
1311,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,73,70482,110,1600,5,4,5,1075
1312,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,70124,110,1600,3,4,5,1050
1313,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,70039,110,1600,3,4,5,1050
1314,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,69904,110,1600,5,4,5,1070
1315,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,7950,75,69388,86,1300,3,4,5,1010
1316,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,69320,110,1600,5,4,5,1070
1317,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,69000,110,1600,5,4,5,1075
1318,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,68988,86,1300,5,4,5,1035
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,68945,110,1600,5,4,5,1085
1320,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,68285,110,1600,3,4,5,1050
1321,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,68000,110,1600,5,4,5,1075
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,68000,86,1300,3,4,5,1045
1323,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,67451,86,1300,4,4,5,1000
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,67266,86,1300,5,4,5,1035
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,67255,110,1600,5,4,5,1085
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,67100,110,1600,5,4,5,1075
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,69,67092,72,2000,3,4,5,1115
1328,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,66880,110,1600,3,4,5,1055
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,66855,110,1600,5,4,5,1075
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,66843,110,1600,5,4,5,1075
1331,TOYOTA Corolla 1.6HB 2/3-Doors,8500,74,66718,110,1600,3,4,5,1050
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,66168,86,1300,3,4,5,1015
1333,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,65950,110,1600,5,4,5,1070
1334,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,65500,86,1300,3,4,5,1015
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,65307,110,1600,3,4,5,1055
1336,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,65254,86,1300,3,4,5,1015
1337,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,71,65021,72,2000,3,4,5,1115
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,65006,86,1300,3,4,5,1015
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,64280,110,1600,4,4,5,1035
1340,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,64000,107,1600,3,4,5,1085
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,64000,110,1600,5,4,5,1070
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,80,64000,110,1600,3,4,5,1055
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8500,79,63918,110,1600,4,4,5,1035
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,75,63634,110,1600,4,4,5,1035
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7499,80,63500,110,1600,3,4,5,1050
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,80,63266,110,1600,4,4,5,1035
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,62595,110,1600,3,4,5,1050
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,62581,110,1600,5,4,5,1075
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,62285,110,1600,5,4,5,1075
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,77,61906,86,1300,5,4,5,1065
